date,time,db_id,C,Ch,Cl,Cm,dd,ff,h,N,P,P0,RH,T,Td,VV,ww
2009-01-01,00:00,3,,,7,,0,0,450,10,993.2,1012.9,83,-2.3,-4.5,,71
2009-01-01,06:00,3,,,7,2,290,1,450,4,987.7,1007.4,86,-3.7,-5.5,4,71
2009-01-01,09:00,3,,,7,,250,2,250,10,986,1005.7,87,-4.3,-5.9,4,71
2009-01-01,12:00,3,,,9,,220,2,250,10,984.2,1003.9,85,-3.9,-5.8,4,85
2009-01-01,15:00,3,,0,4,0,250,2,800,3,984.8,1004.5,65,-4.1,-9.1,,27
2009-01-01,18:00,3,,0,4,0,280,2,800,4,985.6,1005.5,72,-6.6,-10.3,,26
2009-01-01,21:00,3,,0,4,0,260,1,800,4,986.6,1006.6,79,-8.2,-10.9,,26
2009-01-02,00:00,3,,0,3,0,300,1,800,9,987.4,1007.4,82,-8.3,-10.6,,85
2009-01-02,06:00,3,,0,5,0,260,1,1250,9,989,1009.3,83,-11.2,-13.2,10,3
2009-01-02,09:00,3,,,,,290,2,3000,,989.6,1009.9,72,-10.9,-14.5,10,
2009-01-02,12:00,3,,0,5,3,270,1,800,3,988.9,1009.1,67,-10.1,-14.5,10,
2009-01-02,15:00,3,,,5,,280,2,800,10,989.3,1009.5,67,-10.2,-14.6,,
2009-01-02,18:00,3,,,5,1,280,1,800,8,989.3,1009.6,78,-10.9,-13.7,,71
2009-01-02,21:00,3,,0,5,0,280,1,800,8,989.4,1009.7,78,-11.2,-14,,22
2009-01-03,00:00,3,,,7,2,230,2,450,10,989.9,1010.3,83,-12.5,-14.5,,71
2009-01-03,06:00,3,,,5,,250,1,800,10,989.9,1010.4,83,-12.7,-14.7,10,2
2009-01-03,09:00,3,,,7,,190,1,450,10,990.1,1010.5,83,-12.4,-14.4,4,71
2009-01-03,12:00,3,,,7,,230,1,450,10,988.9,1009.2,78,-11.5,-14.3,4,71
2009-01-03,15:00,3,,0,5,0,250,2,800,9,988.5,1008.9,78,-12.5,-15.2,,2
2009-01-03,18:00,3,,,5,,220,1,800,10,987.3,1007.6,78,-11.8,-14.5,,71
2009-01-03,21:00,3,,,5,,240,1,800,10,986.5,1006.8,78,-12,-14.7,,2
2009-01-04,00:00,3,,,5,,220,1,800,10,985.9,1006.2,83,-11.8,-13.8,,2
2009-01-04,06:00,3,,,7,,350,1,450,10,986.5,1006.8,89,-12.1,-13.4,4,71
2009-01-04,09:00,3,,0,5,0,270,1,800,9,987.8,1008.2,83,-12.2,-14.2,10,22
2009-01-04,12:00,3,,0,5,0,0,0,800,3,988.1,1008.5,78,-12.1,-14.8,10,2
2009-01-04,15:00,3,,,,,250,1,3000,,988.9,1009.4,89,-13.9,-15.2,,10
2009-01-04,18:00,3,,0,5,0,0,0,800,1,989.6,1010.2,89,-14.8,-16.1,,10
2009-01-04,21:00,3,,0,5,0,0,0,800,9,990.7,1011.2,89,-13.5,-14.8,,22
2009-01-05,00:00,3,,0,5,3,0,0,800,3,991.1,1011.7,89,-14.7,-16,,10
2009-01-05,06:00,3,,,7,,0,0,450,10,993.2,1013.8,89,-13.3,-14.6,4,71
2009-01-05,09:00,3,,,5,,240,1,450,10,994.4,1015,78,-12.7,-15.4,10,22
2009-01-05,12:00,3,,0,5,0,310,1,800,9,994.8,1015.2,78,-11.4,-14.2,10,22
2009-01-05,18:00,3,,6,5,1,230,1,800,8,996.6,1017.1,83,-12.1,-14.1,,71
2009-01-05,21:00,3,,0,5,0,240,1,800,8,997.6,1018.3,83,-12.9,-14.9,,22
2009-01-06,00:00,3,,0,5,0,280,1,800,3,998.1,1018.8,83,-14.1,-16.1,,2
2009-01-06,06:00,3,,1,0,0,240,2,3000,0,997.3,1018,83,-14.7,-16.7,4,10
2009-01-06,09:00,3,,0,5,0,220,2,800,9,996.1,1016.7,83,-12.5,-14.5,4,10
2009-01-06,12:00,3,,0,5,0,210,2,800,6,993.6,1014,78,-10.9,-13.7,10,10
2009-01-06,15:00,3,,,5,,220,2,800,10,992.3,1012.6,84,-10,-12,,
2009-01-06,18:00,3,,,5,1,230,2,800,8,991,1011.1,81,-8.6,-11,,
2009-01-06,21:00,3,,,5,,210,3,800,10,989.9,1010,82,-8.1,-10.4,,71
2009-01-07,00:00,3,,,5,,220,3,800,10,988.7,1008.8,79,-8.2,-10.9,,36
2009-01-07,06:00,3,,,5,,220,3,800,10,986.8,1006.9,71,-8.8,-12.6,4,36
2009-01-07,09:00,3,,,5,,260,3,800,10,986.7,1006.8,64,-9.1,-14.1,10,36
2009-01-07,12:00,3,,,5,,200,3,800,10,987.2,1007.2,65,-8.6,-13.4,10,36
2009-01-07,15:00,3,,,5,,190,2,800,10,987.7,1007.9,66,-9.6,-14.2,,2
2009-01-07,18:00,3,,,5,,220,3,800,10,988.6,1008.9,62,-10.7,-16,,36
2009-01-07,21:00,3,,,5,,230,3,800,10,988.9,1009.2,67,-11.3,-15.7,,36
2009-01-08,00:00,3,,,5,,240,3,800,10,988.7,1003,72,-11,-14.6,,36
2009-01-08,06:00,3,,,5,,240,2,800,10,989.2,1009.6,73,-11.9,-15.4,10,22
2009-01-08,09:00,3,,,7,7,260,1,450,1,990.1,1010.5,78,-11.7,-14.4,10,71
2009-01-08,12:00,3,,,5,7,250,1,800,4,991.1,1011.4,73,-11.5,-15,10,71
2009-01-08,15:00,3,,,5,1,270,1,800,3,993.1,1013.7,83,-13,-15,,71
2009-01-08,18:00,3,,,,,0,0,3000,,994,1014.7,89,-14.4,-15.7,,10
2009-01-08,21:00,3,,,,,0,0,3000,,995,1015.8,88,-16.4,-17.7,,10
2009-01-09,00:00,3,,,,,0,0,3000,,994.6,1015.6,89,-18,-19.2,,10
2009-01-09,06:00,3,,,5,7,0,0,1250,3,990.4,1011,89,-15.4,-16.7,4,10
2009-01-09,09:00,3,,,0,7,210,1,3000,10,988,1008.4,83,-12.2,-14.2,4,71
2009-01-09,12:00,3,,0,5,0,200,1,1250,9,985.7,1005.9,78,-10.8,-13.6,4,71
2009-01-09,15:00,3,,,5,,210,1,800,10,984.6,1004.8,84,-10.3,-12.3,,71
2009-01-09,18:00,3,,,0,2,0,0,3000,10,984.2,1004.3,86,-9.7,-11.4,,71
2009-01-09,21:00,3,,,0,7,0,0,3000,10,985.4,1005.5,89,-10.2,-11.5,,71
2009-01-10,00:00,3,,0,5,0,340,2,1250,9,988,1008.4,88,-12.2,-13.6,,10
2009-01-10,06:00,3,,,7,,350,2,450,10,996.2,1016.6,83,-11.5,-13.5,4,71
2009-01-10,09:00,3,,0,5,0,350,2,800,10,999.5,1020.1,83,-12.3,-14.3,4,10
2009-01-10,12:00,3,,0,5,0,350,2,800,4,1002.1,1022.8,78,-13.5,-16.2,10,1
2009-01-10,15:00,3,,,,,360,1,3000,,1004.8,1025.8,78,-15.8,-18.5,,
2009-01-10,18:00,3,,,,,0,0,3000,,1006,1027.4,83,-18.5,-20.4,,10
2009-01-10,21:00,3,,,5,,0,0,800,10,1006.4,1027.5,89,-15.8,-17.1,,10
2009-01-11,00:00,3,,,5,,250,1,800,10,1006.2,1027.2,83,-13.8,-15.8,,10
2009-01-11,03:00,3,,,5,1,260,1,800,8,1003.6,1024.3,83,-11.9,-13.9,,10
2009-01-11,06:00,3,,,5,1,0,0,800,8,1001.8,1022.2,86,-9.7,-11.4,4,22
2009-01-11,09:00,3,,,7,2,260,1,450,8,1001,1021.2,83,-7.4,-9.5,4,71
2009-01-11,12:00,3,,,5,2,0,0,800,8,1000.1,1020.2,86,-5.7,-7.5,4,10
2009-01-11,15:00,3,,,7,,0,0,250,10,1000.1,1020.1,93,-4,-4.9,,24
2009-01-11,18:00,3,,,5,,250,1,800,10,999,1018.9,93,-2.5,-3.4,,71
2009-01-11,21:00,3,,,5,,270,1,800,10,997.7,1017.5,90,-1.1,-2.4,,10
2009-01-12,00:00,3,,,7,,270,1,450,10,996,1015.6,88,-0.3,-1.8,,10
2009-01-12,06:00,3,,,5,,270,2,450,10,994.1,1013.7,85,-0.7,-2.6,4,10
2009-01-12,09:00,3,,,7,2,230,3,450,10,992.3,1011.8,84,-0.3,-2.4,4,79
2009-01-12,12:00,3,,,7,2,260,2,450,10,991.3,1010.7,88,0,-1.8,4,61
2009-01-12,15:00,3,,,6,,260,2,450,10,991.9,1011.3,92,0.1,-1,,56
2009-01-12,18:00,3,,,5,,210,1,800,10,992,1011.4,90,0.8,-0.6,,10
2009-01-12,21:00,3,,0,5,3,230,2,800,5,991.6,1011,81,0.8,-2.1,,
2009-01-13,00:00,3,,0,5,3,280,2,800,3,991.4,1010.8,70,1.3,-3.6,,
2009-01-13,06:00,3,,,,,210,2,3000,,992.4,1011.9,62,-0.5,-6.1,10,
2009-01-13,09:00,3,,,,,220,2,3000,,992.8,1012.3,62,0.8,-5.7,10,
2009-01-13,12:00,3,,,,,230,3,3000,,992.8,1012.3,59,1.1,-6.1,10,
2009-01-13,15:00,3,,,,,230,2,3000,,993.1,1012.7,57,0.1,-7.5,,
2009-01-13,18:00,3,,,,,230,2,3000,,992.4,1012,51,-1,-8.9,,
2009-01-13,21:00,3,,,,,230,2,3000,,992.2,1011.8,56,-2,-8.7,,
2009-01-14,00:00,3,,0,5,0,240,3,1250,9,992.6,1012.4,59,-2.8,-9,,
2009-01-14,03:00,3,,0,5,0,260,3,1250,9,993.8,1013.6,63,-3.1,-8.5,,
2009-01-14,06:00,3,,,5,,260,2,800,10,995.4,1015.2,71,-3.5,-7.5,10,
2009-01-14,09:00,3,,,5,,260,1,800,10,996.3,1016.1,77,-1.9,-5,10,
2009-01-14,12:00,3,,,5,,250,1,800,10,997,1016.8,78,-1.1,-4,10,
2009-01-14,15:00,3,,,5,,260,1,800,10,997.6,1017.4,80,-1.1,-3.7,,
2009-01-14,18:00,3,,,5,,240,1,800,10,997.9,1017.6,86,-0.8,-2.6,,22
2009-01-14,21:00,3,,,7,,230,1,450,10,998.5,1018.2,88,-0.5,-2,,10
2009-01-15,00:00,3,,,7,,240,1,450,10,998.6,1018.3,88,-0.4,-1.9,,10
2009-01-15,06:00,3,,,5,,220,1,800,10,997.9,1017.7,85,-1.2,-3.2,4,10
2009-01-15,09:00,3,,,5,,160,1,800,10,997.1,1016.8,80,-1.3,-3.9,10,
2009-01-15,12:00,3,,,5,,210,1,800,10,996.1,1015.8,71,-1.7,-5.8,10,
2009-01-15,15:00,3,,,7,2,0,0,450,10,994.8,1014.6,87,-2.9,-4.6,,73
2009-01-15,18:00,3,,,7,2,0,0,450,10,993.3,1013.1,90,-2.9,-4.2,,73
2009-01-15,21:00,3,,,7,,0,0,450,10,992.1,1011.8,91,-3.5,-4.6,,10
2009-01-16,00:00,3,,,7,,0,0,450,10,991.7,1011.4,91,-3.3,-4.4,,10
2009-01-16,06:00,3,,,7,2,0,0,450,10,992.6,1012.4,92,-2.9,-3.9,2,73
2009-01-16,09:00,3,,,7,2,0,0,450,10,993.5,1013.2,89,-1.8,-3.2,4,71
2009-01-16,12:00,3,,,7,2,0,0,450,10,995.1,1014.8,87,-1.1,-2.7,4,71
2009-01-16,15:00,3,,,9,,0,0,450,10,996.9,1016.6,91,-1.9,-3,,85
2009-01-16,18:00,3,,,7,,30,1,450,10,998.7,1018.5,92,-1.2,-2.2,,10
2009-01-16,21:00,3,,,9,,60,2,450,10,1001.2,1021,90,-1,-2.3,,85
2009-01-17,00:00,3,,,9,,70,1,450,10,1003.4,1023.3,91,-1.5,-2.6,,85
2009-01-17,06:00,3,,,7,,70,2,450,10,1005.9,1025.8,89,-1.7,-3.1,4,10
2009-01-17,09:00,3,,,7,,90,3,450,10,1006.9,1026.8,87,-1.7,-3.4,4,10
2009-01-17,12:00,3,,,7,,90,3,450,10,1007.1,1027,84,-1.7,-3.8,4,10
2009-01-17,15:00,3,,,5,,100,3,800,10,1007,1026.9,82,-1.9,-4.3,,36
2009-01-17,18:00,3,,,5,,100,3,800,10,1007.1,1027.1,80,-2.4,-5,,36
2009-01-17,21:00,3,,,5,,90,2,800,10,1006.5,1026.5,82,-3,-5.4,,2
2009-01-18,00:00,3,,,6,,100,2,250,10,1005.6,1025.6,83,-3.7,-5.9,,2
2009-01-18,06:00,3,,,6,,100,2,250,10,1003.6,1023.8,89,-4.8,-6.1,4,77
2009-01-18,09:00,3,,,7,2,110,2,250,10,1002.5,1022.6,89,-4.6,-5.9,4,71
2009-01-18,12:00,3,,,5,,130,2,800,10,1000.2,1020.2,84,-4.4,-6.4,4,22
2009-01-18,15:00,3,,,5,,110,2,800,10,998.8,1018.9,86,-5,-6.7,,10
2009-01-18,18:00,3,,,7,,110,2,450,10,997.2,1017.3,85,-6,-7.9,,10
2009-01-18,21:00,3,,,7,,110,1,250,10,995.9,1016.1,87,-6.7,-8.3,,10
2009-01-19,00:00,3,,,7,,90,1,250,10,994.4,1014.5,89,-7,-8.3,,22
2009-01-19,06:00,3,,,5,,60,1,800,10,993.1,1013.3,92,-8.3,-9.3,4,71
2009-01-19,09:00,3,,,7,2,110,1,450,10,992.5,1012.5,88,-6.1,-7.6,4,71
2009-01-19,12:00,3,,,5,2,0,0,800,8,991.7,1011.6,83,-5.2,-7.3,4,71
2009-01-19,15:00,3,,,7,2,130,1,450,10,992,1011.9,89,-5.4,-6.8,,71
2009-01-19,18:00,3,,,5,2,120,1,800,8,992.7,1012.6,84,-4.6,-6.6,,71
2009-01-19,21:00,3,,,5,,110,1,800,10,993.4,1013.4,83,-5.1,-7.2,,10
2009-01-20,00:00,3,,,5,,0,0,800,10,994.2,1014.2,89,-5.7,-7.1,,10
2009-01-20,06:00,3,,,5,2,0,0,800,8,995.8,1015.8,91,-5.7,-6.8,4,71
2009-01-20,09:00,3,,,5,,0,0,450,10,997.4,1017.4,86,-5.2,-6.9,4,10
2009-01-20,12:00,3,,,9,,0,0,450,10,998.7,1018.7,84,-4.7,-6.7,4,85
2009-01-20,15:00,3,,,5,,60,1,800,10,999.8,1019.9,86,-5.3,-7.1,,26
2009-01-20,18:00,3,,0,5,0,120,1,800,9,1000.9,1021,86,-5.8,-7.6,,10
2009-01-20,21:00,3,,1,5,0,0,0,800,3,1003,1023.3,86,-7.1,-8.8,,10
2009-01-21,00:00,3,,,,,0,0,3000,,1003.9,1024.4,94,-9.5,-10.2,,10
2009-01-21,03:00,3,,0,5,0,0,0,800,9,1004.9,1025.3,92,-7.8,-8.8,,10
2009-01-21,06:00,3,,0,5,3,150,1,800,4,1005.9,1026.3,88,-7.8,-9.2,4,10
2009-01-21,09:00,3,,1,0,0,130,2,3000,0,1006.8,1027,80,-5.7,-8.3,10,
2009-01-21,12:00,3,,6,5,0,150,2,1250,3,1006.2,1026.4,79,-4.7,-7.5,10,
2009-01-21,15:00,3,,,7,2,150,2,450,10,1005.8,1026,86,-5.4,-7.2,,73
2009-01-21,18:00,3,,,7,2,140,2,450,10,1005.1,1025.2,89,-4.6,-5.9,,73
2009-01-21,21:00,3,,,7,2,170,2,450,10,1004.5,1024.6,90,-4.3,-5.5,,66
2009-01-22,00:00,3,,,7,,180,1,450,10,1004.5,1024.5,89,-3.3,-4.7,,10
2009-01-22,06:00,3,,,5,,170,1,800,10,1003.8,1023.7,85,-1.6,-3.6,4,10
2009-01-22,09:00,3,,0,5,0,170,1,800,8,1002.5,1022.4,82,-1.4,-3.7,4,10
2009-01-22,12:00,3,,,5,,180,3,800,10,1000.2,1019.9,81,-0.8,-3.3,10,
2009-01-22,15:00,3,,,5,1,160,3,800,8,998.1,1017.8,84,-0.6,-2.7,,71
2009-01-22,18:00,3,,,7,2,190,2,450,10,996.7,1016.3,88,0.2,-1.5,,61
2009-01-22,21:00,3,,,7,,160,2,450,10,995.4,1014.9,92,0.8,-0.3,,21
2009-01-23,00:00,3,,,7,,170,2,450,10,994.1,1013.5,92,1,-0.1,,10
2009-01-23,06:00,3,,,5,,180,3,800,10,990.3,1009.8,88,1,-0.7,4,10
2009-01-23,09:00,3,,,5,,160,2,800,10,989.4,1008.8,86,1.3,-0.7,4,21
2009-01-23,12:00,3,,,7,,220,1,450,10,988.7,1008.1,88,0.9,-0.8,4,61
2009-01-23,15:00,3,,,7,,230,2,450,10,988.9,1008.3,90,0.3,-1.1,,10
2009-01-23,18:00,3,,,6,,160,1,250,10,989,1008.4,92,0.1,-1,,10
2009-01-23,21:00,3,,,6,,170,1,250,10,988.7,1008.2,89,-0.1,-1.5,,10
2009-01-24,00:00,3,,,6,,140,1,450,10,988.6,1008.1,88,-0.7,-2.2,,10
2009-01-24,06:00,3,,,6,,150,2,450,10,988,1007.6,85,-2.3,-4.2,4,10
2009-01-24,09:00,3,,,7,,150,3,450,10,988.3,1008,85,-2.7,-4.6,4,10
2009-01-24,12:00,3,,,5,,150,2,450,10,987.2,1006.8,83,-2.5,-4.7,4,10
2009-01-24,15:00,3,,,6,,140,2,450,10,987.8,1007.4,88,-2.3,-3.8,,10
2009-01-24,18:00,3,,,6,,160,2,250,10,988.1,1007.7,91,-1.7,-2.8,,10
2009-01-24,21:00,3,,,6,,140,2,250,10,989.1,1008.6,92,-0.8,-1.8,,10
2009-01-25,00:00,3,,,6,,0,0,250,10,988.9,1008.4,97,-0.6,-1,,10
2009-01-25,03:00,3,,,6,,130,2,250,10,989.8,1009.3,98,-0.2,-0.5,,10
2009-01-25,06:00,3,,,6,,120,1,150,10,990.3,1009.7,98,0,-0.3,1,10
2009-01-25,09:00,3,,,6,,140,2,150,10,991.8,1011.2,98,0.3,0,1,10
2009-01-25,12:00,3,,,6,,140,2,150,10,991.9,1011.3,98,0.2,-0.1,1,10
2009-01-25,15:00,3,,,6,,130,1,150,10,992.8,1012.2,98,0.2,-0.1,,10
2009-01-25,18:00,3,,,6,,100,2,150,10,993.1,1012.6,98,0.2,-0.1,,10
2009-01-25,21:00,3,,,6,,110,2,250,10,993.6,1013.1,94,0.4,-0.5,,10
2009-01-26,00:00,3,,,6,,140,1,150,10,993.5,1013,92,0.2,-0.9,,10
2009-01-26,03:00,3,,,6,,150,2,250,10,993.6,1013.1,90,0.5,-0.9,,10
2009-01-26,06:00,3,,,6,,170,2,250,10,994.6,1014.1,88,0.5,-1.2,4,10
2009-01-26,09:00,3,,,6,,140,1,250,10,994.5,1014,88,0.2,-1.5,4,10
2009-01-26,12:00,3,,,6,,150,2,250,10,995,1014.6,87,-1.1,-2.7,4,10
2009-01-26,15:00,3,,,6,,130,2,250,10,995.5,1015.3,88,-2.2,-3.7,,10
2009-01-26,18:00,3,,,6,,120,2,250,10,996.6,1016.6,87,-4.2,-5.8,,10
2009-01-26,21:00,3,,,6,,120,1,250,10,997.1,1017.1,89,-4.8,-6.1,,10
2009-01-27,00:00,3,,,6,,130,1,250,10,997.1,1017.1,90,-4.3,-5.5,,10
2009-01-27,03:00,3,,,6,,130,1,250,10,996.9,1016.8,91,-3.7,-4.8,,10
2009-01-27,06:00,3,,,7,,130,1,250,10,997.6,1017.5,92,-2.8,-3.8,2,66
2009-01-27,09:00,3,,,7,,0,0,250,10,998.1,1017.9,91,-1.5,-2.6,2,66
2009-01-27,12:00,3,,,7,,0,0,250,10,997.9,1017.6,91,-0.5,-1.7,4,24
2009-01-27,15:00,3,,,6,,0,0,250,10,998.6,1018.3,91,-0.4,-1.6,,10
2009-01-27,18:00,3,,,6,,0,0,250,10,998.9,1018.6,93,-0.4,-1.3,,10
2009-01-27,21:00,3,,,6,,0,0,250,10,999.3,1019,93,-0.6,-1.5,,10
2009-01-28,00:00,3,,,6,,0,0,250,10,999.6,1019.3,95,-0.6,-1.2,,10
2009-01-28,03:00,3,,,6,,0,0,250,10,999.2,1018.9,95,-0.4,-1,,10
2009-01-28,06:00,3,,,7,,0,0,250,10,999.2,1018.8,96,0.1,-0.4,2,71
2009-01-28,09:00,3,,,9,,0,0,450,10,999.2,1018.8,96,0.7,0.1,2,85
2009-01-28,12:00,3,,,7,,130,1,250,10,998.4,1018,96,0.4,-0.2,2,26
2009-01-28,15:00,3,,,6,,130,1,150,10,998.2,1017.8,96,0.1,-0.5,,10
2009-01-28,18:00,3,,,7,,150,1,450,10,997.5,1017.1,94,0.1,-0.8,,10
2009-01-28,21:00,3,,,7,,120,1,250,10,996.3,1015.9,93,-0.2,-1.1,,26
2009-01-29,00:00,3,,,7,2,150,1,250,10,995.4,1014.9,95,-0.1,-0.7,,73
2009-01-29,06:00,3,,,7,,210,1,450,10,993.6,1013.1,98,0.4,0.1,2,22
2009-01-29,09:00,3,,0,7,0,230,1,450,9,993.8,1013.3,90,0.9,-0.5,4,10
2009-01-29,12:00,3,,,7,,230,2,450,10,993.3,1012.8,90,0.9,-0.5,4,10
2009-01-29,15:00,3,,,9,,0,0,250,10,993.6,1013.1,96,0.2,-0.4,,86
2009-01-29,18:00,3,,0,7,0,320,1,450,9,994.3,1013.9,87,-0.9,-2.5,,10
2009-01-29,21:00,3,,,5,,340,3,450,10,995.4,1015.1,85,-1.5,-3.5,,10
2009-01-30,00:00,3,,,5,,350,2,800,10,996.5,1016.2,82,-1.7,-4.1,,
2009-01-30,06:00,3,,,7,,350,3,800,10,998.2,1018.1,87,-2.5,-4.1,4,10
2009-01-30,09:00,3,,,5,,330,2,450,10,999.1,1019,87,-3.4,-5.1,4,10
2009-01-30,12:00,3,,,5,,360,2,450,10,999.6,1019.5,86,-3.7,-5.5,4,10
2009-01-30,15:00,3,,,3,,360,2,450,10,999.9,1019.9,87,-4.6,-6.2,,85
2009-01-30,18:00,3,,,5,1,360,2,800,8,1001.1,1021.3,85,-6.4,-8.3,,71
2009-01-30,21:00,3,,,7,2,330,2,450,10,1002.5,1022.9,84,-8.6,-10.5,,71
2009-01-31,00:00,3,,,7,2,350,1,450,10,1003.1,1023.7,83,-10.8,-12.8,,71
2009-01-31,06:00,3,,,5,1,350,2,800,8,1005.8,1026.8,83,-14.3,-16.3,4,71
2009-01-31,09:00,3,,,,,30,1,3000,,1006.9,1027.9,73,-14.7,-18.1,10,2
2009-01-31,12:00,3,,,,,340,1,3000,,1007.2,1028,78,-13.6,-16.3,10,2
2009-01-31,15:00,3,,0,0,3,350,1,3000,6,1008.8,1029.9,73,-15.4,-18.8,,
2009-01-31,18:00,3,,,,,10,1,3000,,1009.8,1031,72,-17.2,-20.6,,
2009-01-31,21:00,3,,0,0,3,320,1,3000,4,1010.4,1031.8,78,-18.6,-21.2,,
2009-02-01,00:00,3,,,,,0,0,3000,,1010.6,1032.1,78,-19.7,-22.3,,
2009-02-01,03:00,3,,,,,0,0,3000,,1010.8,1032.4,78,-20.7,-23.2,,
2009-02-01,06:00,3,,,,,0,0,3000,,1010.9,1032.6,77,-22.1,-24.7,10,
2009-02-01,09:00,3,,0,5,0,350,1,800,1,1011.2,1032.6,73,-18.8,-22.1,10,
2009-02-01,12:00,3,,0,5,0,10,1,800,1,1010.7,1031.9,67,-16.9,-21.1,10,
2009-02-01,18:00,3,,,,,10,1,3000,,1010.9,1032.3,73,-19.4,-22.7,,
2009-02-01,21:00,3,,1,0,0,0,0,3000,0,1010.8,1032.3,78,-20.4,-22.9,,
2009-02-02,00:00,3,,,,,0,0,3000,,1010.8,1032.4,78,-21.3,-23.8,,
2009-02-02,03:00,3,,0,0,3,0,0,3000,4,1010.2,1031.6,83,-19.2,-21.1,,
2009-02-02,06:00,3,,0,5,0,0,0,800,4,1010.2,1031.7,78,-20.3,-22.8,10,
2009-02-02,09:00,3,,1,0,0,230,1,3000,0,1010.1,1031.3,62,-16,-21.1,10,
2009-02-02,12:00,3,,7,0,0,280,1,3000,0,1008.5,1029.4,62,-13,-18.2,10,
2009-02-02,15:00,3,,,,,250,1,3000,,1007.8,1028.8,72,-14.2,-17.7,,
2009-02-02,18:00,3,,,0,1,260,1,3000,10,1007.5,1028.4,72,-13.1,-16.6,,
2009-02-02,21:00,3,,,,,240,1,3000,,1006.9,1027.8,72,-13.9,-17.4,,
2009-02-03,00:00,3,,0,5,0,260,1,800,8,1006.4,1027.2,78,-13.7,-16.4,,71
2009-02-03,06:00,3,,,,,250,1,3000,,1005.1,1025.8,89,-12.3,-13.6,4,10
2009-02-03,09:00,3,,,,,260,1,3000,,1004.9,1025.3,75,-8.7,-11.9,10,10
2009-02-03,12:00,3,,,,,270,2,3000,,1004.1,1024.4,72,-7.1,-10.9,10,
2009-02-03,15:00,3,,,,,280,1,3000,,1004,1024.4,78,-8.6,-11.4,,
2009-02-03,18:00,3,,,,,260,1,3000,,1003.8,1024.4,78,-10.2,-13,,
2009-02-03,21:00,3,,,,,270,2,3000,,1003.3,1024,78,-11.7,-14.4,,
2009-02-04,00:00,3,,,,,250,1,3000,,1002,1022.7,83,-13,-15,,
2009-02-04,03:00,3,,,,,240,1,3000,,999.8,1020.5,83,-13.1,-15.1,,
2009-02-04,06:00,3,,,,,250,1,3000,,997.7,1018.4,89,-13.2,-14.5,4,10
2009-02-04,09:00,3,,0,5,0,120,1,800,8,994.5,1014.7,75,-8,-11.2,10,
2009-02-04,12:00,3,,,5,,130,1,800,10,990.8,1010.9,75,-8.1,-11.3,4,71
2009-02-04,15:00,3,,,7,2,90,2,450,10,986.9,1006.8,88,-7.7,-9.1,,73
2009-02-04,18:00,3,,,7,2,140,1,450,10,984.3,1004.1,90,-6.2,-7.4,,71
2009-02-04,21:00,3,,,5,,280,1,800,10,984.5,1004.3,86,-4.9,-6.6,,10
2009-02-05,00:00,3,,,5,,300,1,800,10,985.1,1005,85,-6.4,-8.3,,10
2009-02-05,06:00,3,,1,0,3,0,0,3000,4,987.4,1007.6,89,-10.8,-12.1,4,10
2009-02-05,09:00,3,,1,0,0,0,0,3000,0,988.8,1009,80,-9.2,-11.7,10,
2009-02-05,12:00,3,,1,0,0,10,1,3000,0,988.6,1008.6,75,-7,-10.3,10,
2009-02-05,15:00,3,,,,,0,0,3000,,989.6,1009.8,81,-8.9,-11.3,,
2009-02-05,18:00,3,,,,,0,0,3000,,990.6,1011,89,-12.1,-13.4,,10
2009-02-05,21:00,3,,0,5,0,90,1,800,3,991.1,1011.4,89,-10.4,-11.7,,10
2009-02-06,00:00,3,,,,,0,0,3000,,991.5,1012.1,89,-14.5,-15.8,,10
2009-02-06,03:00,3,,,7,,0,0,450,10,991.4,1011.9,89,-13.8,-15.1,,10
2009-02-06,06:00,3,,,7,,0,0,450,10,992,1012.4,89,-12.2,-13.5,4,71
2009-02-06,09:00,3,,,5,,110,2,800,10,991.9,1012.2,83,-11.4,-13.4,4,10
2009-02-06,12:00,3,,,5,,130,1,800,10,991.6,1011.9,78,-10.4,-13.2,4,71
